As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,IHub Balance,Balance Difference,Match Status,Comments
8/30/2024,00002,1623456,6316,EUR,MORTGAGES,DEFERRED COSTS,51304,51303.89626463042,-0.10373536957922624,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1623456,6052,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,22290,22290.594454395345,0.5944543953446555,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1618001,6637,INR,MORTGAGES,DEFERRED COSTS,78881,78881.91671923718,0.9167192371824058,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619205,4771,GBP,CREDIT CARDS,INTEREST INCOME,61294,61293.106902648775,-0.8930973512251512,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1619288,6005,GBP,MORTGAGES,DEFERRED COSTS,23668,23668.349286872508,0.3492868725079461,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00000,1618001,6444,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,53740,53740.52867789459,0.528677894588327,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619205,4427,INR,CREDIT CARDS,PRINCIPAL,98410,98409.97083040678,-0.02916959322465118,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1618001,4763,INR,CREDIT CARDS,INTEREST INCOME,99602,99601.936571899,-0.06342810099886265,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00000,1619288,6160,INR,CREDIT CARDS,INTEREST INCOME,54448,54448.809208771716,0.8092087717159302,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1623456,4390,INR,CREDIT CARDS,DEFERRED ORIGINATION FEES,77726,77725.60200310247,-0.39799689753272105,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1623456,6981,USD,ALL OTHER LOANS,PRINCIPAL,93269,93268.03238806738,-0.9676119326177286,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1619288,6299,USD,CREDIT CARDS,DEFERRED COSTS,81805,81804.12781242236,-0.8721875776391244,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1618001,6570,EUR,ALL OTHER LOANS,PRINCIPAL,96672,96672.21505129045,0.21505129044817295,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1618001,5006,GBP,MORTGAGES,DEFERRED COSTS,25015,25014.47218999733,-0.5278100026698667,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619288,4092,GBP,ALL OTHER LOANS,INTEREST INCOME,96262,96261.20147823938,-0.7985217606183141,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1619205,4415,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,35980,35980.490294421325,0.4902944213245064,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1618001,5775,USD,ALL OTHER LOANS,DEFERRED COSTS,30610,30609.51463052427,-0.48536947572938516,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1619205,6941,EUR,ALL OTHER LOANS,PRINCIPAL,91063,91063.20207259728,0.20207259728340432,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1623456,6260,USD,ALL OTHER LOANS,DEFERRED COSTS,30219,30218.943293808847,-0.05670619115335285,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1619205,6173,INR,ALL OTHER LOANS,INTEREST INCOME,95617,95617.18349165197,0.1834916519728722,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00001,1619288,4597,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,16638,16638.830276710487,0.8302767104869417,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619288,4833,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,61667,61667.870472188275,0.8704721882750164,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1618001,6667,USD,CREDIT CARDS,DEFERRED COSTS,79119,79119.84737336123,0.8473733612336218,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1619288,6785,USD,MORTGAGES,DEFERRED ORIGINATION FEES,43211,43210.96773647196,-0.03226352803903865,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00000,1623456,6732,EUR,CREDIT CARDS,DEFERRED ORIGINATION FEES,26634,26634.736100761635,0.7361007616345887,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1619205,6178,USD,MORTGAGES,PRINCIPAL,13623,13622.310952613941,-0.6890473860585189,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619288,4097,USD,CREDIT CARDS,DEFERRED COSTS,67368,67368.04355111392,0.04355111392214894,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,6215,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,33295,33295.10875845055,0.10875845055124955,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1619205,6728,USD,ALL OTHER LOANS,INTEREST INCOME,34812,34812.46070082424,0.4607008242383017,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1619288,5820,EUR,MORTGAGES,PRINCIPAL,41052,41051.97506187162,-0.024938128379289992,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1623456,4011,EUR,CREDIT CARDS,DEFERRED COSTS,81649,81649.7907029984,0.7907029984053224,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619288,4776,GBP,CREDIT CARDS,PRINCIPAL,88344,88343.17047853378,-0.8295214662211947,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619205,6984,GBP,CREDIT CARDS,INTEREST INCOME,72642,72641.88649552628,-0.11350447371660266,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619205,4770,GBP,ALL OTHER LOANS,INTEREST INCOME,30934,30934.409718340023,0.40971834002266405,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00000,1623456,5606,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,98245,98245.33868235984,0.33868235984118655,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1623456,5831,EUR,ALL OTHER LOANS,DEFERRED COSTS,96275,96274.08264719578,-0.9173528042156249,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00003,1623456,5138,INR,ALL OTHER LOANS,PRINCIPAL,97832,97832.61043174051,0.610431740511558,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00000,1618001,6304,INR,ALL OTHER LOANS,PRINCIPAL,16028,16027.262913885585,-0.7370861144154333,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1618001,4680,USD,ALL OTHER LOANS,DEFERRED COSTS,94149,94149.60227387096,0.6022738709580153,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1619205,6460,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,82829,82829.65657812692,0.656578126916429,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619288,6335,USD,ALL OTHER LOANS,DEFERRED COSTS,94133,94133.85413769564,0.854137695641839,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1619288,6182,EUR,ALL OTHER LOANS,INTEREST INCOME,24069,24068.01957394703,-0.9804260529708699,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00001,1619288,5923,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,81852,81852.72342844836,0.7234284483565716,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1619205,6598,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,61660,61659.72415180521,-0.27584819478943245,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00001,1619205,4799,USD,CREDIT CARDS,PRINCIPAL,45534,45533.29835827858,-0.7016417214181274,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00002,1619205,6338,EUR,ALL OTHER LOANS,PRINCIPAL,46906,46905.13020116582,-0.8697988341809832,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619288,4974,USD,ALL OTHER LOANS,PRINCIPAL,17666,17666.56370037093,0.5637003709307464,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619288,5063,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,34403,34403.94879331872,0.9487933187192539,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1618001,5655,EUR,ALL OTHER LOANS,PRINCIPAL,75683,75682.28521607624,-0.7147839237586595,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1619288,4168,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,52855,52854.47868031432,-0.5213196856784634,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00002,1623456,6494,USD,ALL OTHER LOANS,INTEREST INCOME,12856,12856.175005211957,0.17500521195688634,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1619288,4228,EUR,ALL OTHER LOANS,INTEREST INCOME,34342,34341.68766878416,-0.31233121584227774,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,5655,EUR,CREDIT CARDS,DEFERRED COSTS,64221,64221.13973740557,0.13973740556684788,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1619288,5130,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,81342,81342.50504140064,0.5050414006400388,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1619205,4670,INR,CREDIT CARDS,PRINCIPAL,69507,69506.63800288325,-0.3619971167499898,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1623456,4364,GBP,ALL OTHER LOANS,INTEREST INCOME,76628,76628.74214659148,0.742146591481287,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1619205,4647,GBP,CREDIT CARDS,DEFERRED COSTS,28302,28301.949419067292,-0.05058093270781683,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1619205,5367,EUR,ALL OTHER LOANS,DEFERRED COSTS,30949,30948.441601502604,-0.5583984973964107,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619205,6881,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,18929,18929.634203401954,0.6342034019544371,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619288,4791,EUR,ALL OTHER LOANS,DEFERRED COSTS,35440,35440.62451058553,0.6245105855268775,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619205,5207,USD,ALL OTHER LOANS,DEFERRED COSTS,31762,31762.68430421264,0.6843042126383807,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1619288,4947,EUR,MORTGAGES,PRINCIPAL,29407,29407.038007407744,0.03800740774386213,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1618001,6197,INR,MORTGAGES,PRINCIPAL,32596,32595.774168274478,-0.22583172552185715,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1619288,4351,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,82144,82143.60181124508,-0.3981887549161911,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1623456,6853,INR,ALL OTHER LOANS,INTEREST INCOME,96082,96082.23772829291,0.23772829290828668,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1623456,6081,GBP,MORTGAGES,INTEREST INCOME,44166,44165.05711718912,-0.9428828108793823,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1618001,5435,GBP,MORTGAGES,INTEREST INCOME,46423,46423.684262963354,0.6842629633538309,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1623456,5958,INR,MORTGAGES,PRINCIPAL,90192,90192.23053492683,0.23053492682811338,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619288,5976,INR,ALL OTHER LOANS,PRINCIPAL,46975,46974.232230003305,-0.7677699966952787,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00001,1623456,6741,GBP,CREDIT CARDS,PRINCIPAL,12451,12451.641305772579,0.641305772578562,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1618001,4314,GBP,CREDIT CARDS,DEFERRED COSTS,87971,87970.03128741741,-0.9687125825876137,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1619288,6860,USD,ALL OTHER LOANS,PRINCIPAL,78483,78483.90822977251,0.9082297725108219,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00003,1623456,6710,GBP,ALL OTHER LOANS,INTEREST INCOME,96805,96805.16364363831,0.16364363831235096,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1623456,5267,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,83698,83698.05997107584,0.059971075839712285,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619288,6376,INR,MORTGAGES,INTEREST INCOME,13500,13499.129876703315,-0.8701232966850512,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1619205,4469,USD,ALL OTHER LOANS,PRINCIPAL,95221,95220.1255782985,-0.8744217015046161,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1619288,6125,GBP,MORTGAGES,DEFERRED COSTS,29904,29903.994602564922,-0.00539743507761159,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1618001,4416,GBP,MORTGAGES,INTEREST INCOME,47254,47254.309858308894,0.30985830889403587,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1618001,4539,INR,ALL OTHER LOANS,DEFERRED COSTS,74540,74539.2693696958,-0.7306303041987121,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619205,5397,EUR,MORTGAGES,INTEREST INCOME,15394,15393.626234631525,-0.37376536847477837,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1619288,4943,INR,CREDIT CARDS,INTEREST INCOME,60404,60404.81843593383,0.8184359338265494,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00003,1618001,4249,EUR,MORTGAGES,DEFERRED COSTS,86168,86168.9108676885,0.9108676884934539,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1619205,6279,INR,MORTGAGES,PRINCIPAL,19220,19219.25028425387,-0.7497157461293682,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1619288,6404,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30329,30328.443653468574,-0.556346531426243,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1619288,4694,EUR,MORTGAGES,DEFERRED COSTS,63032,63031.84554397124,-0.15445602875843178,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1618001,6226,INR,CREDIT CARDS,INTEREST INCOME,48706,48706.263695176895,0.2636951768945437,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1618001,5766,INR,CREDIT CARDS,DEFERRED COSTS,18680,18680.91685396591,0.9168539659112867,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619205,5713,USD,MORTGAGES,DEFERRED COSTS,30510,30509.28492139598,-0.7150786040183448,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1623456,6552,USD,MORTGAGES,INTEREST INCOME,10387,10387.928072774934,0.928072774933753,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00002,1623456,4867,GBP,MORTGAGES,DEFERRED ORIGINATION FEES,99046,99046.2801052793,0.2801052792929113,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00000,1619205,4770,INR,ALL OTHER LOANS,DEFERRED COSTS,19605,19605.7062895594,0.7062895593990106,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00003,1619205,4120,INR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,11853,11853.631600185076,0.6316001850755129,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619205,6842,INR,ALL OTHER LOANS,PRINCIPAL,88763,88762.67053094246,-0.3294690575421555,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1618001,4423,EUR,MORTGAGES,PRINCIPAL,64073,64073.636997690606,0.636997690606222,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00000,1619288,5772,GBP,ALL OTHER LOANS,DEFERRED COSTS,47801,47801.16588907083,0.16588907082768856,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1618001,6502,INR,ALL OTHER LOANS,INTEREST INCOME,10019,10019.465206088029,0.4652060880289355,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00002,1619205,5431,INR,MORTGAGES,PRINCIPAL,56329,56328.17291660128,-0.827083398718969,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1619205,6492,USD,ALL OTHER LOANS,INTEREST INCOME,79946,79945.4313372265,-0.5686627734976355,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00000,1619288,6568,INR,MORTGAGES,DEFERRED COSTS,32238,32238.356251166802,0.35625116680239444,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1619205,6112,GBP,ALL OTHER LOANS,INTEREST INCOME,37483,37482.07546355355,-0.9245364464513841,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619205,4296,USD,CREDIT CARDS,DEFERRED COSTS,79678,79677.7496515552,-0.250348444795236,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1619205,6617,USD,MORTGAGES,PRINCIPAL,48054,48054.658106787836,0.6581067878360045,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1618001,6265,GBP,ALL OTHER LOANS,PRINCIPAL,45498,45497.694341280505,-0.3056587194951135,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619288,5395,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,68647,68646.72627418887,-0.2737258111301344,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1619288,5836,EUR,MORTGAGES,DEFERRED COSTS,86665,86665.4473169323,0.44731693230278324,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00001,1618001,4299,EUR,CREDIT CARDS,DEFERRED COSTS,18368,18367.538780623214,-0.4612193767861754,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1623456,4153,GBP,MORTGAGES,PRINCIPAL,39144,39143.2441256121,-0.7558743878980749,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00001,1618001,4998,EUR,ALL OTHER LOANS,INTEREST INCOME,34408,34408.777186976935,0.7771869769348996,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1618001,5277,GBP,MORTGAGES,DEFERRED COSTS,24069,24069.69954095324,0.6995409532391932,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1623456,5048,EUR,MORTGAGES,INTEREST INCOME,43052,43052.68813866278,0.6881386627792381,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619288,4654,INR,CREDIT CARDS,INTEREST INCOME,91936,91935.03350622584,-0.9664937741617905,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00002,1619288,4553,GBP,MORTGAGES,INTEREST INCOME,63152,63151.828556700355,-0.17144329964503413,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1619288,5655,USD,ALL OTHER LOANS,DEFERRED COSTS,45268,45267.624168739065,-0.3758312609352288,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1618001,4212,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,14565,14565.016817296337,0.016817296336739673,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00000,1618001,5676,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55568,55567.12055542748,-0.8794445725216065,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00002,1619288,4371,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,91300,91300.86403139665,0.864031396646169,Match,Difference is within tolerance (less than 1 USD)
2/30/2024,00003,1618001,6812,USD,CREDIT CARDS,DEFERRED COSTS,99355,99354.60460558397,-0.39539441603119485,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619205,5764,USD,MORTGAGES,PRINCIPAL,80790,80790.68318557463,0.6831855746277142,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1618001,5137,USD,ALL OTHER LOANS,DEFERRED COSTS,69340,69340.33985769324,0.3398576932377182,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1623456,5864,GBP,CREDIT CARDS,PRINCIPAL,59294,59294.91471417658,0.9147141765788547,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00002,1619205,4135,GBP,CREDIT CARDS,DEFERRED COSTS,47587,47586.67975916378,-0.32024083621945465,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1623456,6260,GBP,MORTGAGES,INTEREST INCOME,47344,47344.28781345847,0.2878134584680083,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00001,1619288,6615,USD,ALL OTHER LOANS,DEFERRED COSTS,31493,31492.64692296549,-0.35307703450962435,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00002,1618001,5721,INR,ALL OTHER LOANS,DEFERRED COSTS,17966,17965.31473914182,-0.6852608581793902,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1619205,5867,INR,ALL OTHER LOANS,DEFERRED COSTS,75747,75747.69479655435,0.6947965543513419,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1619288,4900,USD,CREDIT CARDS,PRINCIPAL,98245,98245.70696068736,0.706960687355604,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00001,1618001,6429,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45740,45739.01794058871,-0.9820594112898107,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1618001,4462,EUR,CREDIT CARDS,INTEREST INCOME,92757,92757.88405136402,0.8840513640170684,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1619205,6616,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,74584,74583.1498103337,-0.850189666292863,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00001,1618001,6665,INR,MORTGAGES,INTEREST INCOME,77741,77741.38857597022,0.38857597022433765,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00000,1623456,4104,USD,ALL OTHER LOANS,PRINCIPAL,73211,73211.98952411088,0.9895241108752089,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00000,1619288,4790,USD,CREDIT CARDS,PRINCIPAL,26962,26961.436813931774,-0.5631860682260594,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00002,1619205,6319,EUR,CREDIT CARDS,PRINCIPAL,78212,78211.92999893079,-0.07000106920895632,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1618001,5180,GBP,CREDIT CARDS,DEFERRED ORIGINATION FEES,83083,83083.16078198531,0.16078198530885857,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1619205,6252,INR,CREDIT CARDS,DEFERRED COSTS,46880,46879.09388556488,-0.9061144351217081,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00000,1623456,4590,INR,MORTGAGES,PRINCIPAL,92659,92659.88950227786,0.8895022778597195,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1618001,5537,INR,CREDIT CARDS,DEFERRED COSTS,49234,49233.59997972862,-0.40002027137961704,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1618001,4503,GBP,ALL OTHER LOANS,INTEREST INCOME,89516,89516.9564910221,0.9564910220942693,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00000,1623456,4745,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,67329,67328.54879955815,-0.4512004418502329,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00002,1619205,5394,INR,ALL OTHER LOANS,DEFERRED COSTS,43912,43912.983164827594,0.9831648275940097,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1623456,6491,USD,MORTGAGES,DEFERRED COSTS,46479,46479.551824445225,0.5518244452250656,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1623456,4367,USD,CREDIT CARDS,PRINCIPAL,21662,21661.085441932017,-0.9145580679833074,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00000,1618001,5436,USD,CREDIT CARDS,DEFERRED ORIGINATION FEES,11196,11196.311866540083,0.31186654008342884,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00000,1623456,5204,USD,CREDIT CARDS,PRINCIPAL,42592,42592.15205844564,0.1520584456375218,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1618001,5691,GBP,MORTGAGES,DEFERRED COSTS,18419,18418.46832903414,-0.5316709658582113,Match,Difference is within tolerance (less than 1 USD)
6/30/2024,00003,1618001,4609,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,88367,88366.99001069633,-0.00998930366768036,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1619288,4320,USD,ALL OTHER LOANS,PRINCIPAL,59372,59371.551718371564,-0.4482816284362343,Match,Difference is within tolerance (less than 1 USD)
10/30/2024,00003,1619205,6662,EUR,ALL OTHER LOANS,INTEREST INCOME,70261,70260.64556971172,-0.35443028828012757,Match,Difference is within tolerance (less than 1 USD)
9/30/2024,00001,1619205,5109,GBP,ALL OTHER LOANS,INTEREST INCOME,69821,69820.0181092837,-0.981890716298949,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00001,1619205,5143,INR,CREDIT CARDS,INTEREST INCOME,15348,15347.671154351117,-0.3288456488826341,Match,Difference is within tolerance (less than 1 USD)
3/30/2024,00003,1618001,6457,EUR,CREDIT CARDS,INTEREST INCOME,32757,32757.442643321097,0.442643321097421,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00000,1623456,4258,USD,CREDIT CARDS,DEFERRED COSTS,60832,60832.089275888226,0.08927588822552934,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00003,1618001,5448,USD,MORTGAGES,DEFERRED ORIGINATION FEES,96998,96997.61424532156,-0.3857546784420265,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00001,1623456,5491,INR,CREDIT CARDS,INTEREST INCOME,96372,96371.4819876811,-0.5180123189056758,Match,Difference is within tolerance (less than 1 USD)
8/30/2024,00003,1619288,6967,INR,CREDIT CARDS,DEFERRED COSTS,83000,82999.67078416834,-0.3292158316617133,Match,Difference is within tolerance (less than 1 USD)
4/30/2024,00002,1618001,5309,EUR,ALL OTHER LOANS,PRINCIPAL,12677,12677.511416897838,0.5114168978379894,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00003,1619288,4911,EUR,CREDIT CARDS,PRINCIPAL,40138,40138.90318513198,0.903185131981445,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00000,1619205,4156,USD,MORTGAGES,DEFERRED ORIGINATION FEES,98091,98090.98748909959,-0.012510900414781645,Match,Difference is within tolerance (less than 1 USD)
11/30/2024,00003,1619205,4101,USD,MORTGAGES,DEFERRED COSTS,12887,12886.249112861067,-0.7508871389327396,Match,Difference is within tolerance (less than 1 USD)
1/30/2024,00003,1619205,5326,GBP,CREDIT CARDS,PRINCIPAL,51629,51629.353229306354,0.35322930635447847,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00000,1623456,4576,EUR,ALL OTHER LOANS,PRINCIPAL,67565,67565.70899215703,0.7089921570295701,Match,Difference is within tolerance (less than 1 USD)
12/30/2024,00002,1619288,4663,EUR,MORTGAGES,DEFERRED ORIGINATION FEES,95624,95624.70785188055,0.7078518805501517,Match,Difference is within tolerance (less than 1 USD)
5/30/2024,00002,1619288,6002,EUR,MORTGAGES,DEFERRED COSTS,63439,63439.25186936908,0.25186936907994095,Match,Difference is within tolerance (less than 1 USD)
7/30/2024,00001,1619288,5877,EUR,MORTGAGES,INTEREST INCOME,56801,56801.32803745701,0.3280374570094864,Match,Difference is within tolerance (less than 1 USD)
